	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa
GF00003315	TFCN17334Y5_001863-T1, TFCN17334Y5_001187-T1
GF00003316	TFCN17334Y5_012202-T1, TFCN17334Y5_012833-T1
GF00003317	TFCN17334Y5_002241-T1, TFCN17334Y5_009724-T1
GF00003318	TFCN17334Y5_010563-T1, TFCN17334Y5_006407-T1
GF00003319	TFCN17334Y5_000455-T1, TFCN17334Y5_009028-T1
GF00003320	TFCN17334Y5_013769-T1, TFCN17334Y5_009224-T1
GF00003321	TFCN17334Y5_001386-T1, TFCN17334Y5_003397-T1
GF00003322	TFCN17334Y5_005139-T1, TFCN17334Y5_008802-T1
GF00003323	TFCN17334Y5_005722-T1, TFCN17334Y5_004740-T1
GF00003324	TFCN17334Y5_002988-T1, TFCN17334Y5_009777-T1
GF00003325	TFCN17334Y5_001838-T1, TFCN17334Y5_001165-T1
GF00003326	TFCN17334Y5_011189-T1, TFCN17334Y5_011363-T1
GF00003327	TFCN17334Y5_013330-T1, TFCN17334Y5_004590-T1
GF00003328	TFCN17334Y5_014052-T1, TFCN17334Y5_011488-T1
GF00003329	TFCN17334Y5_002626-T1, TFCN17334Y5_005888-T1
GF00003330	TFCN17334Y5_010189-T1, TFCN17334Y5_005106-T1
GF00003331	TFCN17334Y5_008578-T1, TFCN17334Y5_008507-T1
GF00003332	TFCN17334Y5_000394-T1, TFCN17334Y5_008964-T1
GF00003333	TFCN17334Y5_009435-T1, TFCN17334Y5_011073-T1
GF00003334	TFCN17334Y5_011405-T1, TFCN17334Y5_006717-T1
GF00003335	TFCN17334Y5_001951-T1, TFCN17334Y5_002103-T1
GF00003336	TFCN17334Y5_001462-T1, TFCN17334Y5_007235-T1
GF00003337	TFCN17334Y5_001586-T1, TFCN17334Y5_006158-T1
GF00003338	TFCN17334Y5_013339-T1, TFCN17334Y5_014266-T1
GF00003339	TFCN17334Y5_014231-T1, TFCN17334Y5_005434-T1
GF00003340	TFCN17334Y5_010523-T1, TFCN17334Y5_006445-T1
GF00003341	TFCN17334Y5_003044-T1, TFCN17334Y5_011590-T1
GF00003342	TFCN17334Y5_007192-T1, TFCN17334Y5_009272-T1
GF00003343	TFCN17334Y5_000576-T1, TFCN17334Y5_013831-T1
GF00003344	TFCN17334Y5_013458-T1, TFCN17334Y5_007087-T1
GF00003345	TFCN17334Y5_002450-T1, TFCN17334Y5_013801-T1
GF00003346	TFCN17334Y5_006157-T1, TFCN17334Y5_001585-T1
GF00003347	TFCN17334Y5_007997-T1, TFCN17334Y5_004016-T1
GF00003348	TFCN17334Y5_004501-T1, TFCN17334Y5_009251-T1
GF00003349	TFCN17334Y5_003641-T1, TFCN17334Y5_011801-T1
GF00003350	TFCN17334Y5_010364-T1, TFCN17334Y5_009993-T1
GF00003351	TFCN17334Y5_001612-T1, TFCN17334Y5_006162-T1
GF00003352	TFCN17334Y5_000769-T1, TFCN17334Y5_007506-T1
GF00003353	TFCN17334Y5_012906-T1, TFCN17334Y5_013722-T1
GF00003354	TFCN17334Y5_007966-T1, TFCN17334Y5_005533-T1
GF00003355	TFCN17334Y5_013535-T1, TFCN17334Y5_010999-T1
GF00003356	TFCN17334Y5_011606-T1, TFCN17334Y5_014320-T1
GF00003357	TFCN17334Y5_009037-T1, TFCN17334Y5_000464-T1
GF00003358	TFCN17334Y5_004460-T1, TFCN17334Y5_000095-T1
GF00003359	TFCN17334Y5_003994-T1, TFCN17334Y5_011669-T1
GF00003360	TFCN17334Y5_006191-T1, TFCN17334Y5_001619-T1
GF00003361	TFCN17334Y5_005808-T1, TFCN17334Y5_011708-T1
GF00003362	TFCN17334Y5_012778-T1, TFCN17334Y5_004190-T1
GF00003363	TFCN17334Y5_003997-T1, TFCN17334Y5_014419-T1
GF00003364	TFCN17334Y5_003760-T1, TFCN17334Y5_012112-T1
GF00003365	TFCN17334Y5_007969-T1, TFCN17334Y5_005536-T1
GF00003366	TFCN17334Y5_011294-T1, TFCN17334Y5_013374-T1
GF00003367	TFCN17334Y5_009178-T1, TFCN17334Y5_014483-T1
GF00003368	TFCN17334Y5_008402-T1, TFCN17334Y5_012986-T1
GF00003369	TFCN17334Y5_006711-T1, TFCN17334Y5_011411-T1
GF00003370	TFCN17334Y5_006876-T1, TFCN17334Y5_007583-T1
GF00003371	TFCN17334Y5_006269-T1, TFCN17334Y5_009856-T1
GF00003372	TFCN17334Y5_011724-T1, TFCN17334Y5_005824-T1
GF00003373	TFCN17334Y5_005159-T1, TFCN17334Y5_008822-T1
GF00003374	TFCN17334Y5_010379-T1, TFCN17334Y5_010008-T1
GF00003375	TFCN17334Y5_008202-T1, TFCN17334Y5_004435-T1
GF00003376	TFCN17334Y5_011766-T1, TFCN17334Y5_002328-T1
GF00003377	TFCN17334Y5_014154-T1, TFCN17334Y5_004362-T1
GF00003378	TFCN17334Y5_002230-T1, TFCN17334Y5_013021-T1
GF00003379	TFCN17334Y5_013436-T1, TFCN17334Y5_010307-T1
GF00003380	TFCN17334Y5_002590-T1, TFCN17334Y5_005928-T1
GF00003381	TFCN17334Y5_014090-T1, TFCN17334Y5_009514-T1
GF00003382	TFCN17334Y5_008750-T1, TFCN17334Y5_006628-T1
GF00003383	TFCN17334Y5_011887-T1, TFCN17334Y5_004378-T1
GF00003384	TFCN17334Y5_009114-T1, TFCN17334Y5_009838-T1
GF00003385	TFCN17334Y5_011062-T1, TFCN17334Y5_009444-T1
GF00003386	TFCN17334Y5_009883-T1, TFCN17334Y5_006243-T1
GF00003387	TFCN17334Y5_012397-T1, TFCN17334Y5_013784-T1
GF00003388	TFCN17334Y5_008826-T1, TFCN17334Y5_005163-T1
GF00003389	TFCN17334Y5_012452-T1, TFCN17334Y5_012917-T1
GF00003390	TFCN17334Y5_009648-T1, TFCN17334Y5_012296-T1
GF00003391	TFCN17334Y5_006463-T1, TFCN17334Y5_012800-T1
GF00003392	TFCN17334Y5_003949-T1, TFCN17334Y5_014111-T1
GF00003393	TFCN17334Y5_012155-T1, TFCN17334Y5_004156-T1
GF00003394	TFCN17334Y5_006278-T1, TFCN17334Y5_013930-T1
GF00003395	TFCN17334Y5_007520-T1, TFCN17334Y5_000755-T1
GF00003396	TFCN17334Y5_012180-T1, TFCN17334Y5_004177-T1
GF00003397	TFCN17334Y5_002213-T1, TFCN17334Y5_013004-T1
GF00003398	TFCN17334Y5_004290-T1, TFCN17334Y5_012230-T1
GF00003399	TFCN17334Y5_010806-T1, TFCN17334Y5_010246-T1
GF00003400	TFCN17334Y5_003526-T1, TFCN17334Y5_001250-T1
GF00003401	TFCN17334Y5_009534-T1, TFCN17334Y5_011932-T1
GF00003402	TFCN17334Y5_006925-T1, TFCN17334Y5_008653-T1
GF00003403	TFCN17334Y5_009443-T1, TFCN17334Y5_011063-T1
GF00003404	TFCN17334Y5_006812-T1, TFCN17334Y5_005492-T1
GF00003405	TFCN17334Y5_012167-T1, TFCN17334Y5_004168-T1
GF00003406	TFCN17334Y5_012581-T1, TFCN17334Y5_013581-T1
GF00003407	TFCN17334Y5_012584-T1, TFCN17334Y5_013578-T1
GF00003408	TFCN17334Y5_013076-T1, TFCN17334Y5_006543-T1
GF00003409	TFCN17334Y5_005751-T1, TFCN17334Y5_004770-T1
GF00003410	TFCN17334Y5_002456-T1, TFCN17334Y5_013795-T1
GF00003411	TFCN17334Y5_010088-T1, TFCN17334Y5_013739-T1
GF00003412	TFCN17334Y5_003376-T1, TFCN17334Y5_002880-T1
GF00003413	TFCN17334Y5_011471-T1, TFCN17334Y5_011906-T1
GF00003414	TFCN17334Y5_004393-T1, TFCN17334Y5_011462-T1
GF00003415	TFCN17334Y5_004264-T1, TFCN17334Y5_013751-T1
GF00003416	TFCN17334Y5_014616-T1, TFCN17334Y5_010687-T1
GF00003417	TFCN17334Y5_009501-T1, TFCN17334Y5_014236-T1
GF00003418	TFCN17334Y5_007689-T1, TFCN17334Y5_007767-T1
GF00003419	TFCN17334Y5_006770-T1, TFCN17334Y5_010285-T1
GF00003420	TFCN17334Y5_013646-T1, TFCN17334Y5_013963-T1
GF00003421	TFCN17334Y5_005040-T1, TFCN17334Y5_005260-T1
GF00003422	TFCN17334Y5_011259-T1, TFCN17334Y5_002371-T1
GF00003423	TFCN17334Y5_005646-T1, TFCN17334Y5_003100-T1
GF00003424	TFCN17334Y5_004778-T1, TFCN17334Y5_005760-T1
GF00003425	TFCN17334Y5_007205-T1, TFCN17334Y5_000125-T1
GF00003426	TFCN17334Y5_010961-T1, TFCN17334Y5_005565-T1
GF00003427	TFCN17334Y5_000792-T1, TFCN17334Y5_007487-T1
GF00003428	TFCN17334Y5_006378-T1, TFCN17334Y5_003618-T1
GF00003429	TFCN17334Y5_002001-T1, TFCN17334Y5_002154-T1
GF00003430	TFCN17334Y5_000181-T1, TFCN17334Y5_007391-T1
GF00003431	TFCN17334Y5_011366-T1, TFCN17334Y5_011186-T1
GF00003432	TFCN17334Y5_010910-T1, TFCN17334Y5_000050-T1
GF00003433	TFCN17334Y5_013002-T1, TFCN17334Y5_002211-T1
GF00003434	TFCN17334Y5_007084-T1, TFCN17334Y5_013455-T1
GF00003435	TFCN17334Y5_001338-T1, TFCN17334Y5_003446-T1
GF00003436	TFCN17334Y5_002226-T1, TFCN17334Y5_013017-T1
GF00003437	TFCN17334Y5_008028-T1, TFCN17334Y5_004046-T1
GF00003438	TFCN17334Y5_008321-T1, TFCN17334Y5_000945-T1
GF00003439	TFCN17334Y5_004894-T1, TFCN17334Y5_003200-T1
GF00003440	TFCN17334Y5_009860-T1, TFCN17334Y5_006265-T1
GF00003441	TFCN17334Y5_011973-T1, TFCN17334Y5_012091-T1
GF00003442	TFCN17334Y5_002087-T1, TFCN17334Y5_001936-T1
GF00003443	TFCN17334Y5_003939-T1, TFCN17334Y5_010572-T1
GF00003444	TFCN17334Y5_006830-T1, TFCN17334Y5_013428-T1
GF00003445	TFCN17334Y5_003918-T1, TFCN17334Y5_010591-T1
GF00003446	TFCN17334Y5_014393-T1, TFCN17334Y5_013955-T1
GF00003447	TFCN17334Y5_000500-T1, TFCN17334Y5_012515-T1
GF00003448	TFCN17334Y5_003470-T1, TFCN17334Y5_001312-T1
GF00003449	TFCN17334Y5_011519-T1, TFCN17334Y5_012716-T1
GF00003450	TFCN17334Y5_014002-T1, TFCN17334Y5_006020-T1
GF00003451	TFCN17334Y5_011795-T1, TFCN17334Y5_003635-T1
GF00003452	TFCN17334Y5_009283-T1, TFCN17334Y5_007181-T1
GF00003453	TFCN17334Y5_009036-T1, TFCN17334Y5_000463-T1
GF00003454	TFCN17334Y5_011497-T1, TFCN17334Y5_014123-T1
GF00003455	TFCN17334Y5_004748-T1, TFCN17334Y5_005730-T1
GF00003456	TFCN17334Y5_001188-T1, TFCN17334Y5_001864-T1
GF00003457	TFCN17334Y5_001111-T1, TFCN17334Y5_001782-T1
GF00003458	TFCN17334Y5_002120-T1, TFCN17334Y5_001964-T1
GF00003459	TFCN17334Y5_001640-T1, TFCN17334Y5_006208-T1
GF00003460	TFCN17334Y5_003924-T1, TFCN17334Y5_010585-T1
GF00003461	TFCN17334Y5_012542-T1, TFCN17334Y5_013726-T1
GF00003462	TFCN17334Y5_005323-T1, TFCN17334Y5_011117-T1
GF00003463	TFCN17334Y5_007577-T1, TFCN17334Y5_006882-T1
GF00003464	TFCN17334Y5_004141-T1, TFCN17334Y5_009606-T1
GF00003465	TFCN17334Y5_011347-T1, TFCN17334Y5_011204-T1
GF00003466	TFCN17334Y5_000911-T1, TFCN17334Y5_008286-T1
GF00003467	TFCN17334Y5_010463-T1, TFCN17334Y5_010673-T1
GF00003468	TFCN17334Y5_006037-T1, TFCN17334Y5_012684-T1
GF00003469	TFCN17334Y5_004683-T1, TFCN17334Y5_008516-T1
GF00003470	TFCN17334Y5_003696-T1, TFCN17334Y5_010345-T1
GF00003471	TFCN17334Y5_001003-T1, TFCN17334Y5_001672-T1
GF00003472	TFCN17334Y5_011351-T1, TFCN17334Y5_011201-T1
GF00003473	TFCN17334Y5_011224-T1, TFCN17334Y5_006012-T1
GF00003474	TFCN17334Y5_003734-T1, TFCN17334Y5_012427-T1
GF00003475	TFCN17334Y5_004068-T1, TFCN17334Y5_008039-T1
GF00003476	TFCN17334Y5_010283-T1, TFCN17334Y5_006768-T1
GF00003477	TFCN17334Y5_006444-T1, TFCN17334Y5_010524-T1
GF00003478	TFCN17334Y5_002665-T1, TFCN17334Y5_005855-T1
GF00003479	TFCN17334Y5_013453-T1, TFCN17334Y5_007083-T1
GF00003480	TFCN17334Y5_011777-T1, TFCN17334Y5_002339-T1
GF00003481	TFCN17334Y5_013456-T1, TFCN17334Y5_007085-T1
GF00003482	TFCN17334Y5_000092-T1, TFCN17334Y5_004463-T1
GF00003483	TFCN17334Y5_009632-T1, TFCN17334Y5_012281-T1
GF00003484	TFCN17334Y5_000252-T1, TFCN17334Y5_000663-T1
GF00003485	TFCN17334Y5_011419-T1, TFCN17334Y5_006703-T1
GF00003486	TFCN17334Y5_011164-T1, TFCN17334Y5_009968-T1
GF00003487	TFCN17334Y5_011501-T1, TFCN17334Y5_014127-T1
GF00003488	TFCN17334Y5_005266-T1, TFCN17334Y5_005046-T1
GF00003489	TFCN17334Y5_001349-T1, TFCN17334Y5_003435-T1
GF00003490	TFCN17334Y5_002840-T1, TFCN17334Y5_003342-T1
GF00003491	TFCN17334Y5_002927-T1, TFCN17334Y5_008096-T1
GF00003492	TFCN17334Y5_011029-T1, TFCN17334Y5_002490-T1
GF00003493	TFCN17334Y5_011682-T1, TFCN17334Y5_003982-T1
GF00003494	TFCN17334Y5_007221-T1, TFCN17334Y5_001449-T1
GF00003495	TFCN17334Y5_010719-T1, TFCN17334Y5_005708-T1
GF00003496	TFCN17334Y5_004185-T1, TFCN17334Y5_012772-T1
GF00003497	TFCN17334Y5_011878-T1, TFCN17334Y5_004354-T1
GF00003498	TFCN17334Y5_013224-T1, TFCN17334Y5_010175-T1
GF00003499	TFCN17334Y5_000909-T1, TFCN17334Y5_008284-T1
GF00003500	TFCN17334Y5_012191-T1, TFCN17334Y5_012846-T1
GF00003501	TFCN17334Y5_008216-T1, TFCN17334Y5_004449-T1
GF00003502	TFCN17334Y5_003424-T1, TFCN17334Y5_001359-T1
GF00003503	TFCN17334Y5_003598-T1, TFCN17334Y5_006359-T1
GF00003504	TFCN17334Y5_001848-T1, TFCN17334Y5_001174-T1
GF00003505	TFCN17334Y5_001378-T1, TFCN17334Y5_003405-T1
GF00003506	TFCN17334Y5_004563-T1, TFCN17334Y5_009371-T1
GF00003507	TFCN17334Y5_002032-T1, TFCN17334Y5_002185-T1
GF00003508	TFCN17334Y5_002851-T1, TFCN17334Y5_003351-T1
GF00003509	TFCN17334Y5_006674-T1, TFCN17334Y5_008788-T1
GF00003510	TFCN17334Y5_001055-T1, TFCN17334Y5_001724-T1
GF00003511	TFCN17334Y5_013812-T1, TFCN17334Y5_013519-T1
GF00003512	TFCN17334Y5_006354-T1, TFCN17334Y5_003593-T1
GF00003513	TFCN17334Y5_013589-T1, TFCN17334Y5_002909-T1
GF00003514	TFCN17334Y5_001221-T1, TFCN17334Y5_001902-T1
GF00003515	TFCN17334Y5_005780-T1, TFCN17334Y5_004797-T1
GF00003516	TFCN17334Y5_008579-T1, TFCN17334Y5_008506-T1
GF00003517	TFCN17334Y5_002248-T1, TFCN17334Y5_009730-T1
GF00003518	TFCN17334Y5_004800-T1, TFCN17334Y5_005783-T1
GF00003519	TFCN17334Y5_008622-T1, TFCN17334Y5_008465-T1
GF00003520	TFCN17334Y5_006126-T1, TFCN17334Y5_008864-T1
GF00003521	TFCN17334Y5_012510-T1, TFCN17334Y5_000495-T1
GF00003522	TFCN17334Y5_014055-T1, TFCN17334Y5_011485-T1
GF00003523	TFCN17334Y5_011055-T1, TFCN17334Y5_002464-T1
GF00003524	TFCN17334Y5_000489-T1, TFCN17334Y5_012504-T1
GF00003525	TFCN17334Y5_014142-T1, TFCN17334Y5_013960-T1
GF00003526	TFCN17334Y5_014373-T1, TFCN17334Y5_000871-T1
GF00003527	TFCN17334Y5_006135-T1, TFCN17334Y5_001565-T1
GF00003528	TFCN17334Y5_001343-T1, TFCN17334Y5_003441-T1
GF00003529	TFCN17334Y5_006392-T1, TFCN17334Y5_003632-T1
GF00003530	TFCN17334Y5_008969-T1, TFCN17334Y5_000389-T1
GF00003531	TFCN17334Y5_007401-T1, TFCN17334Y5_000191-T1
GF00003532	TFCN17334Y5_012059-T1, TFCN17334Y5_007143-T1
GF00003533	TFCN17334Y5_012819-T1, TFCN17334Y5_008231-T1
GF00003534	TFCN17334Y5_002431-T1, TFCN17334Y5_012456-T1
GF00003535	TFCN17334Y5_010052-T1, TFCN17334Y5_000035-T1
GF00003536	TFCN17334Y5_003493-T1, TFCN17334Y5_001286-T1
GF00003537	TFCN17334Y5_012317-T1, TFCN17334Y5_005065-T1
GF00003538	TFCN17334Y5_001248-T1, TFCN17334Y5_003528-T1
GF00003539	TFCN17334Y5_009186-T1, TFCN17334Y5_013979-T1
GF00003540	TFCN17334Y5_008158-T1, TFCN17334Y5_011956-T1
GF00003541	TFCN17334Y5_010933-T1, TFCN17334Y5_014293-T1
GF00003542	TFCN17334Y5_002633-T1, TFCN17334Y5_005881-T1
GF00003543	TFCN17334Y5_011318-T1, TFCN17334Y5_007604-T1
GF00003544	TFCN17334Y5_007605-T1, TFCN17334Y5_011317-T1
GF00003545	TFCN17334Y5_003719-T1, TFCN17334Y5_012436-T1
GF00003546	TFCN17334Y5_006371-T1, TFCN17334Y5_003611-T1
GF00003547	TFCN17334Y5_002833-T1, TFCN17334Y5_003329-T1
GF00003548	TFCN17334Y5_001907-T1, TFCN17334Y5_002061-T1
GF00003549	TFCN17334Y5_008270-T1, TFCN17334Y5_000894-T1
GF00003550	TFCN17334Y5_013177-T1, TFCN17334Y5_007147-T1
GF00003551	TFCN17334Y5_012153-T1, TFCN17334Y5_008689-T1
GF00003552	TFCN17334Y5_005506-T1, TFCN17334Y5_006825-T1
GF00003553	TFCN17334Y5_006443-T1, TFCN17334Y5_010525-T1
GF00003554	TFCN17334Y5_010731-T1, TFCN17334Y5_005701-T1
GF00003555	TFCN17334Y5_006113-T1, TFCN17334Y5_008878-T1
GF00003556	TFCN17334Y5_001014-T1, TFCN17334Y5_001684-T1
GF00003557	TFCN17334Y5_011802-T1, TFCN17334Y5_003642-T1
GF00003558	TFCN17334Y5_005554-T1, TFCN17334Y5_010950-T1
GF00003559	TFCN17334Y5_001618-T1, TFCN17334Y5_006188-T1
GF00003560	TFCN17334Y5_000809-T1, TFCN17334Y5_007471-T1
GF00003561	TFCN17334Y5_007191-T1, TFCN17334Y5_009273-T1
GF00003562	TFCN17334Y5_008593-T1, TFCN17334Y5_008491-T1
GF00003563	TFCN17334Y5_009506-T1, TFCN17334Y5_014098-T1
GF00003564	TFCN17334Y5_010365-T1, TFCN17334Y5_009994-T1
GF00003565	TFCN17334Y5_014064-T1, TFCN17334Y5_005595-T1
GF00003566	TFCN17334Y5_009307-T1, TFCN17334Y5_002736-T1
GF00003567	TFCN17334Y5_012506-T1, TFCN17334Y5_000491-T1
GF00003568	TFCN17334Y5_002121-T1, TFCN17334Y5_001965-T1
GF00003569	TFCN17334Y5_009825-T1, TFCN17334Y5_009130-T1
GF00003570	TFCN17334Y5_009148-T1, TFCN17334Y5_009808-T1
GF00003571	TFCN17334Y5_013429-T1, TFCN17334Y5_006829-T1
GF00003572	TFCN17334Y5_008956-T1, TFCN17334Y5_000403-T1
GF00003573	TFCN17334Y5_009635-T1, TFCN17334Y5_012284-T1
GF00003574	TFCN17334Y5_013911-T1, TFCN17334Y5_005955-T1
GF00003575	TFCN17334Y5_006661-T1, TFCN17334Y5_008775-T1
GF00003576	TFCN17334Y5_009566-T1, TFCN17334Y5_004103-T1
GF00003577	TFCN17334Y5_011461-T1, TFCN17334Y5_004394-T1
GF00003578	TFCN17334Y5_000537-T1, TFCN17334Y5_010852-T1
GF00003579	TFCN17334Y5_004447-T1, TFCN17334Y5_008214-T1
GF00003580	TFCN17334Y5_011728-T1, TFCN17334Y5_006865-T1
GF00003581	TFCN17334Y5_003636-T1, TFCN17334Y5_011796-T1
GF00003582	TFCN17334Y5_003142-T1, TFCN17334Y5_005610-T1
GF00003583	TFCN17334Y5_010233-T1, TFCN17334Y5_010822-T1
GF00003584	TFCN17334Y5_011666-T1, TFCN17334Y5_006548-T1
GF00003585	TFCN17334Y5_011610-T1, TFCN17334Y5_014316-T1
GF00003586	TFCN17334Y5_006972-T1, TFCN17334Y5_003874-T1
GF00003587	TFCN17334Y5_005927-T1, TFCN17334Y5_002591-T1
GF00003588	TFCN17334Y5_007474-T1, TFCN17334Y5_000806-T1
GF00003589	TFCN17334Y5_007700-T1, TFCN17334Y5_007305-T1
GF00003590	TFCN17334Y5_001741-T1, TFCN17334Y5_001072-T1
GF00003591	TFCN17334Y5_011360-T1, TFCN17334Y5_011192-T1
GF00003592	TFCN17334Y5_005607-T1, TFCN17334Y5_003145-T1
GF00003593	TFCN17334Y5_005219-T1, TFCN17334Y5_004998-T1
GF00003594	TFCN17334Y5_011227-T1, TFCN17334Y5_006009-T1
GF00003595	TFCN17334Y5_001044-T1, TFCN17334Y5_001713-T1
GF00003596	TFCN17334Y5_000446-T1, TFCN17334Y5_009019-T1
GF00003597	TFCN17334Y5_000262-T1, TFCN17334Y5_000653-T1
GF00003598	TFCN17334Y5_004299-T1, TFCN17334Y5_012237-T1
GF00003599	TFCN17334Y5_009280-T1, TFCN17334Y5_007184-T1
GF00003600	TFCN17334Y5_012491-T1, TFCN17334Y5_008076-T1
GF00003601	TFCN17334Y5_004023-T1, TFCN17334Y5_008004-T1
GF00003602	TFCN17334Y5_009637-T1, TFCN17334Y5_012286-T1
GF00003603	TFCN17334Y5_012944-T1, TFCN17334Y5_004712-T1
GF00003604	TFCN17334Y5_001425-T1, TFCN17334Y5_004849-T1
GF00003605	TFCN17334Y5_010676-T1, TFCN17334Y5_010466-T1
GF00003606	TFCN17334Y5_003631-T1, TFCN17334Y5_006391-T1
GF00003607	TFCN17334Y5_003937-T1, TFCN17334Y5_010574-T1
GF00003608	TFCN17334Y5_010458-T1, TFCN17334Y5_010668-T1
GF00003609	TFCN17334Y5_008620-T1, TFCN17334Y5_008463-T1
GF00003610	TFCN17334Y5_013256-T1, TFCN17334Y5_009460-T1
GF00003611	TFCN17334Y5_001812-T1, TFCN17334Y5_001140-T1
GF00003612	TFCN17334Y5_003965-T1, TFCN17334Y5_011701-T1
GF00003613	TFCN17334Y5_012207-T1, TFCN17334Y5_013143-T1
GF00003614	TFCN17334Y5_003971-T1, TFCN17334Y5_011694-T1
GF00003615	TFCN17334Y5_000171-T1, TFCN17334Y5_007381-T1
GF00003616	TFCN17334Y5_003030-T1, TFCN17334Y5_012379-T1
GF00003617	TFCN17334Y5_000767-T1, TFCN17334Y5_007508-T1
GF00003618	TFCN17334Y5_006782-T1, TFCN17334Y5_005464-T1
GF00003619	TFCN17334Y5_003091-T1, TFCN17334Y5_005655-T1
GF00003620	TFCN17334Y5_005666-T1, TFCN17334Y5_003080-T1
GF00003621	TFCN17334Y5_010014-T1, TFCN17334Y5_010385-T1
GF00003622	TFCN17334Y5_001688-T1, TFCN17334Y5_001018-T1
GF00003623	TFCN17334Y5_004202-T1, TFCN17334Y5_010142-T1
GF00003624	TFCN17334Y5_014319-T1, TFCN17334Y5_011607-T1
GF00003625	TFCN17334Y5_000052-T1, TFCN17334Y5_010908-T1
GF00003626	TFCN17334Y5_011198-T1, TFCN17334Y5_011354-T1
GF00003627	TFCN17334Y5_011862-T1, TFCN17334Y5_011808-T1
GF00003628	TFCN17334Y5_000432-T1, TFCN17334Y5_009003-T1
GF00003629	TFCN17334Y5_005306-T1, TFCN17334Y5_007864-T1
GF00003630	TFCN17334Y5_007842-T1, TFCN17334Y5_005284-T1
GF00003631	TFCN17334Y5_008565-T1, TFCN17334Y5_004636-T1
GF00003632	TFCN17334Y5_009711-T1, TFCN17334Y5_006507-T1
GF00003633	TFCN17334Y5_004309-T1, TFCN17334Y5_012980-T1
GF00003634	TFCN17334Y5_009346-T1, TFCN17334Y5_002702-T1
GF00003635	TFCN17334Y5_014160-T1, TFCN17334Y5_007100-T1
GF00003636	TFCN17334Y5_007927-T1, TFCN17334Y5_004083-T1
GF00003637	TFCN17334Y5_012966-T1, TFCN17334Y5_004325-T1
GF00003638	TFCN17334Y5_000535-T1, TFCN17334Y5_010855-T1
GF00003639	TFCN17334Y5_000786-T1, TFCN17334Y5_007493-T1
GF00003640	TFCN17334Y5_004893-T1, TFCN17334Y5_003201-T1
GF00003641	TFCN17334Y5_005709-T1, TFCN17334Y5_010718-T1
GF00003642	TFCN17334Y5_012547-T1, TFCN17334Y5_013730-T1
GF00003643	TFCN17334Y5_002739-T1, TFCN17334Y5_009304-T1
GF00003644	TFCN17334Y5_003574-T1, TFCN17334Y5_006335-T1
GF00003645	TFCN17334Y5_012209-T1, TFCN17334Y5_013145-T1
GF00003646	TFCN17334Y5_011914-T1, TFCN17334Y5_009515-T1
GF00003647	TFCN17334Y5_007053-T1, TFCN17334Y5_003789-T1
GF00003648	TFCN17334Y5_003582-T1, TFCN17334Y5_006343-T1
GF00003649	TFCN17334Y5_003339-T1, TFCN17334Y5_002838-T1
GF00003650	TFCN17334Y5_003595-T1, TFCN17334Y5_006356-T1
GF00003651	TFCN17334Y5_012032-T1, TFCN17334Y5_014050-T1
GF00003652	TFCN17334Y5_009835-T1, TFCN17334Y5_009117-T1
GF00003653	TFCN17334Y5_004570-T1, TFCN17334Y5_009365-T1
GF00003654	TFCN17334Y5_008645-T1, TFCN17334Y5_007123-T1
GF00003655	TFCN17334Y5_005421-T1, TFCN17334Y5_006302-T1
GF00003656	TFCN17334Y5_006657-T1, TFCN17334Y5_008772-T1
GF00003657	TFCN17334Y5_007708-T1, TFCN17334Y5_007310-T1
GF00003658	TFCN17334Y5_004552-T1, TFCN17334Y5_009382-T1
GF00003659	TFCN17334Y5_004499-T1, TFCN17334Y5_009253-T1
GF00003660	TFCN17334Y5_004634-T1, TFCN17334Y5_008567-T1
GF00003661	TFCN17334Y5_006690-T1, TFCN17334Y5_012725-T1
GF00003662	TFCN17334Y5_011935-T1, TFCN17334Y5_008138-T1
GF00003663	TFCN17334Y5_007798-T1, TFCN17334Y5_007662-T1
GF00003664	TFCN17334Y5_008623-T1, TFCN17334Y5_008466-T1
GF00003665	TFCN17334Y5_007758-T1, TFCN17334Y5_007373-T1
GF00003666	TFCN17334Y5_006692-T1, TFCN17334Y5_011427-T1
GF00003667	TFCN17334Y5_005073-T1, TFCN17334Y5_012309-T1
GF00003668	TFCN17334Y5_001210-T1, TFCN17334Y5_001889-T1
GF00003669	TFCN17334Y5_011776-T1, TFCN17334Y5_002338-T1
GF00003670	TFCN17334Y5_005931-T1, TFCN17334Y5_002587-T1
GF00003671	TFCN17334Y5_010714-T1, TFCN17334Y5_013125-T1
GF00003672	TFCN17334Y5_009752-T1, TFCN17334Y5_002964-T1
GF00003673	TFCN17334Y5_012979-T1, TFCN17334Y5_004310-T1
GF00003674	TFCN17334Y5_010862-T1, TFCN17334Y5_000528-T1
GF00003675	TFCN17334Y5_009407-T1, TFCN17334Y5_004527-T1
GF00003676	TFCN17334Y5_004081-T1, TFCN17334Y5_007929-T1
GF00003677	TFCN17334Y5_009956-T1, TFCN17334Y5_011152-T1
GF00003678	TFCN17334Y5_005799-T1, TFCN17334Y5_004816-T1
GF00003679	TFCN17334Y5_004226-T1, TFCN17334Y5_013850-T1
GF00003680	TFCN17334Y5_010550-T1, TFCN17334Y5_006421-T1
GF00003681	TFCN17334Y5_014357-T1, TFCN17334Y5_004692-T1
